SKU,Product Name,Category,Author,Stars,Subject,Reviews,Review_English,Date,MarketPlace,Sentiment_GPT,YearMonth,Negative_Reason,Positive_Reason,Neutral_Reason
O20801001,Sanitario Ultra Ahorrador Powermax Blanco,Toilets,Anonymous [anonymous],1,Mal producto,Compré 6 el año pasado. Ya 3 se han dañado. Al llamar por garantía cuando se dañó el primero dijeron que había quedado mal instalado. Se hicieron los cambios que requirieron y nada. Después reconocieron que era problema del inodoro y lo abrieron y efectivamente el daño era del producto. Ahora me toca llamar por los otros dos.,"I bought 6 last year. Three of them have already broken. When I called for warranty service after the first one broke, they said it had been installed incorrectly. I made the changes they required, but nothing improved. Later, they admitted it was a problem with the toilet, opened it up, and confirmed that the damage was due to the product. Now I have to call about the other two.",2023-04-30,Corona,Negative,2023-04,Service,,
O20801001,Sanitario Ultra Ahorrador Powermax Blanco,Toilets,Anonymous [anonymous],5,Confianza a toda prueba,"Tengo instalado este maravilloso Sanitario en el área social de mi apartamento. Mis invitados siempre tienen algo positivo que decir del Sanitario pues su desempeño es superior.  Obviamente, siempre les hablo de este Sanitario y su sistema de descarga y los animo a que se compren uno para sus casas.  Tener un Sanitario que te de la confianza en su desempeño en cada descarga es lo mejor que te puede pasar en momentos muy especiales con tus invitados en casa.Adicionalmente es muy bonito, de buen tamaño y luce moderno.","I have installed this wonderful toilet in the social area of my apartment. My guests always have something positive to say about the toilet because its performance is outstanding. Of course, I always talk to them about this toilet and its flushing system, encouraging them to get one for their homes. Having a toilet that you can trust to perform well with every flush is the best thing that can happen during special moments with your guests at home. Additionally, it looks very nice, is a good size, and has a modern appearance.",2023-07-04,Corona,Positive,2023-07,,Toilet,
O21111031,Tanque Tapa Y Griferia Mazara Plus Bone,Toilets,badbunny96,1,que foto es esta? no se entiende que estan vendien,que foto es esta? no se entiende que estan vendiendo,What kind of photo is this? It's unclear what they are selling.,2022-07-31,HomeCenter,Negative,2022-07,Toilet,,
O23070001,Válvula Llenado G300,Toilets,Anonymous [anonymous],1,No funciona,"Compré un sanitario y venía con esta válvula ya instalada y desde que la pusimos a funciona no sella, nunca para de llenar el tanque. ","I bought a toilet and it came with this valve already installed, and since we put it in, it doesn't seal; the tank never stops filling.",2021-01-20,Corona,Negative,2021-01,Service,,
O26001001,Sanitario Ecoclean Blanco,Toilets,Anonymous [anonymous],5,excelente producto,excelente producto,Excellent product.,2020-01-04,Corona,Positive,2020-01,,General,
O26011001,Sanitario Ecoclean Single Blanco,Toilets,Rodrigo,5,Satisfaccion,De fácil instacion y muy durable,Review: Easy to install and very durable.,2022-07-11,HomeCenter,Positive,2022-07,,Toilet,
O26011001,Sanitario Ecoclean Single Blanco,Toilets,HUGO ANDRES,5,,es tal cual en las fotos y la calidad de lo materiales es muy buena,"It's exactly as shown in the photos, and the quality of the materials is very good.",2022-09-21,HomeCenter,Positive,2022-09,,Toilet,
O26011001,Sanitario Ecoclean Single Blanco,Toilets,Nilda,4,,5,"The review is already in English and simply states ""5."" If you need further assistance or context, please provide more details!",2023-04-19,HomeCenter,Positive,2023-04,,General,
O26011001,Sanitario Ecoclean Single Blanco,Toilets,Anonymous [anonymous],5,Diseño Interior y Consumo,"Con mis padres nos decidimos por comprar esta ducha, pues su color diferente nos representa mayor elegancia en nuestra casa. Al usarla por el gran tamaño de la regadera, tenemos un baño super placentero sin exceder el consumo de agua.","My parents and I decided to buy this shower because its unique color adds a touch of elegance to our home. Using it, thanks to the large size of the showerhead, we enjoy a very pleasant shower experience without exceeding water consumption.",2023-06-26,Corona,Positive,2023-06,,General,
O26011001,Sanitario Ecoclean Single Blanco,Toilets,Anonymous [anonymous],5,modo y de fácil limpieza,"Es un sanitario amplio, cuenta con un asiento cómodo y de cierre lento y lo que más me gusta es que la limpieza es muy fácil, la taza no cuenta con bordes que acumulen suciedad y mientras descarga va limpiando las Walls del sanitario. Lo tengo hace mas de 5 años y aún está intacto.  ","It's a spacious toilet, with a comfortable slow-close seat, and what I like most is that it's very easy to clean. The bowl has no edges that collect dirt, and as it flushes, it cleans the walls of the toilet. I've had it for over 5 years, and it's still in perfect condition.",2023-06-29,Corona,Positive,2023-06,,Toilet,
O26011031,Sanitario Ecoclean Single Bone,Toilets,Liz Monroy,5,Excelente producto,Excelente producto para complementar la remodelación de mi baño.,Excellent product to complement the renovation of my bathroom.,2023-04-27,HomeCenter,Positive,2023-04,,General,
O26201001,Sanitario Happy Blanco,Toilets,esteban moreno [estejack18@gmail.com],5,Excelente,"Compre uno y venia con Accessories, Sinks pero sin tapa del sanitario, de todas formas ocupa poco espacio y es muy estético para un apartamento de baños pequeños, ahorra espacio y agua.","I bought one and it came with accessories and sinks, but without a toilet lid. Still, it takes up little space and looks very nice for an apartment with small bathrooms. It saves space and water.",2020-11-29,Corona,Positive,2020-11,,General,
O26201001,Sanitario Happy Blanco,Toilets,Anonymous [anonymous],5,buena calidad del producto,El mejor sanitario para los niños,The best toilet for kids.,2023-06-21,Corona,Positive,2023-06,,General,
O26201001,Sanitario Happy Blanco,Toilets,Anonymous [anonymous],5,Buena calidad,El mejor sanitario para los niño,The best toilet for kids.,2023-06-21,Corona,Positive,2023-06,,General,
O26202251,Sanitario Happy Rojo Bicolor,Toilets,María Liliana,5,Exelente producto,Primera vez q compro y me gusto mucho muy cumplidos con el envio y muy buen producto igual al q pedi,"This is my first time buying, and I really liked it. They were very prompt with the shipping, and the product was just like the one I ordered.",2022-07-18,HomeCenter,Positive,2022-07,,Service,
O26202651,Sanitario Happy Negro Bicolor,Toilets,Larry,5,Economia,Este sanitario es economico en su valor en $ y economiza el agua.,This toilet is affordable in price and saves water.,2021-12-28,HomeCenter,Positive,2021-12,,General,
O29091001,Sanitario Montecarlo Redondo Blanco,Toilets,Anonymous [anonymous],1,Mal diseño del desague,"Desde que se instalo, mantiene tapado, el desagüe es muy angosto en emsus curvas. Pésimo producto ","Review: Since it was installed, it keeps getting clogged; the drain is very narrow in its curves. Terrible product.",2022-05-17,Corona,Negative,2022-05,Service,,
O29091001,Sanitario Montecarlo Redondo Blanco,Toilets,Elizabeth,5,Cómodo,Muy lindo y cómodo,Very nice and comfortable.,2022-07-07,HomeCenter,Positive,2022-07,,Toilet,
O29091001,Sanitario Montecarlo Redondo Blanco,Toilets,Vladik,5,Excelente relación costo-beneficio,Buen diseño y desempeño. Las formas son cómodas. El bizcocho con cierre lento complementa el conjunto.,Great design and performance. The shapes are comfortable. The slow-close lid complements the set.,2022-08-26,HomeCenter,Positive,2022-08,,Toilet,
O29091001,Sanitario Montecarlo Redondo Blanco,Toilets,Maurix,5,Muy buen producto,"Es un servicio Smart, su tapa cierra automáticamente",It's a smart service; its lid closes automatically.,2022-09-12,HomeCenter,Positive,2022-09,,General,
O29091001,Sanitario Montecarlo Redondo Blanco,Toilets,Maurix 2004,5,"Funciona como un Smart servicio, es muy bueno","Lo compré y lo volví a comprar nuevamente, buena experiencia",I bought it and bought it again; it was a good experience.,2022-09-14,HomeCenter,Positive,2022-09,,General,
O29091001,Sanitario Montecarlo Redondo Blanco,Toilets,PARA NADA,1,pesimo,EL BAÑO SALIO ROTO Y USTEDES NO RESPONDEN COSAS DE MALA CALIDAD,The bathroom came broken and you don't respond. Poor quality items.,2022-09-16,HomeCenter,Negative,2022-09,Service,,
O29091001,Sanitario Montecarlo Redondo Blanco,Toilets,laramoss,4,Muy economizador de agua,"El producto es excelente, fácil de instalar, muy elegante y muy economizador","The product is excellent, easy to install, very stylish, and very energy-efficient.",2022-10-07,HomeCenter,Positive,2022-10,,General,
O29091001,Sanitario Montecarlo Redondo Blanco,Toilets,,5,Muy buena compra!,Compre este producto la semana pasada muy bueno!!!,I bought this product last week and it's very good!!!,2022-10-08,HomeCenter,Positive,2022-10,,General,
O29091001,Sanitario Montecarlo Redondo Blanco,Toilets,diana zuluaga,2,una decepción total. pésima calidad. vive tapado.,"compré este producto hace dos años y hasta ahora me doy cuenta que vive tapado no por inadecuado uso sino porque es de pésima calidad. la porcelana sanitaria externa se averíó y hay  fugas hacia el exterior, se ha desmontado y vuelto a montar a ver si era ese el motivo, pero no. pésima calidad.","I bought this product two years ago, and now I realize that it remains covered not due to improper use, but because it is of very poor quality. The external sanitary porcelain has broken, and there are leaks to the outside. I disassembled and reassembled it to see if that was the issue, but it wasn't. Terrible quality.",2022-10-17,HomeCenter,Negative,2022-10,Service,,
O29091001,Sanitario Montecarlo Redondo Blanco,Toilets,,5,Bonito diseño y excelente funcionamiento,"Compré 2 Toilets Montecarlo Corona, por su diseño, capacidad de descarga y por el respaldo de la marca.  Hasta el momento, cumple con todas mis expectativas.  Muy buen producto.","I bought 2 Montecarlo Corona toilets because of their design, flushing capacity, and the brand's reputation. So far, they have met all my expectations. Very good product.",2023-01-21,HomeCenter,Positive,2023-01,,Toilet,
O29091001,Sanitario Montecarlo Redondo Blanco,Toilets,Anonymous [anonymous],5,Desempeño y comodidad,"Es un muy buen sanitario, lo compré y tiene muy buen desempeño",It's a very good toilet; I bought it and it performs very well.,2023-08-04,Corona,Positive,2023-08,,General,
O29091001,Sanitario Montecarlo Redondo Blanco,Toilets,El dibujante,2,Defecto en producto,"Ultimamente compré dos Toilets, el primero salió excelente, pero en el segundo noto fallas en el esmaltado del sifón, no lo he instalado, espero que evacúe bien cuando lo instale. De todas maneras todos los productos debieran salir sin defectos en una empresa como esta.","Recently, I bought two toilets. The first one turned out excellent, but I noticed flaws in the glazing of the siphon on the second one. I haven't installed it yet, and I hope it flushes well when I do. In any case, all products should be defect-free from a company like this.",2023-10-19,HomeCenter,Neutral,2023-10,,,Other
O29091001,Sanitario Montecarlo Redondo Blanco,Toilets,ANDREA,5,BUEN PRODUCTO,"TIENE BUENA CAPACIDAD DE DESCARGA, ES COMODO Y ELEGANTE","It has good discharge capacity, is comfortable, and elegant.",2024-01-04,Corona,Positive,2024-01,,Toilet,
O29091001,Sanitario Montecarlo Redondo Blanco,Toilets,Veronica Correa,5,El tamaño es súper apropiado para el espacio que tengo,Compré el producto por trayectoria en el mercado y tamaño,I bought the product because of its reputation in the market and its size.,2024-04-16,Corona,Neutral,2024-04,,,Other
O29091031,Sanitario Montecarlo Redondo Bone,Toilets,Lalo,5,,N/a,Review: N/a,2015-09-18,HomeCenter,Neutral,2015-09,,,Other
O29091031,Sanitario Montecarlo Redondo Bone,Toilets,Vima,5,Un buen producto cumple las expectativas de ahorr,Este mes y fue instado por el servicio de Homecenter. Bien,"This month, I was prompted by the service from Homecenter. Good.",2022-03-23,HomeCenter,Positive,2022-03,,Service,
O29091031,Sanitario Montecarlo Redondo Bone,Toilets,Latapa,5,¡Súper bueno!,"Compré el producto hace un mes, y ha funcionado a la perfección","I bought the product a month ago, and it has worked perfectly.",2022-03-23,HomeCenter,Positive,2022-03,,General,
O29091031,Sanitario Montecarlo Redondo Bone,Toilets,Anonymous [anonymous],2,Descarga sin fuerza,"Al momento de accionar los botones para descarga el sistema no evacua la totaliad de los solidos o liquidos, hay que dejar accionado el boton por un tiempo prolongado hasta que la fuerza del agua evacua los liquidos o solidos ","Review: When pressing the buttons to drain, the system does not completely remove all the solids or liquids. You have to keep the button pressed for an extended period until the water pressure flushes out the liquids or solids.",2022-05-20,Corona,Negative,2022-05,Toilet,,
O29091031,Sanitario Montecarlo Redondo Bone,Toilets,Carmen20,1,Apariencia exterior perfecta pero mal funcionamien,"Escape de agua permanentemente, el árbol de entrada está defectuoso","The water escape is permanent, and the entrance tree is defective.",2023-05-06,HomeCenter,Negative,2023-05,Toilet,,
O29091601,Sanitario Montecarlo Redondo Negro,Toilets,Paola89,5,Excelente producto,Se nota el ahorro de agua muy buena tecnología y diseño,You can really see the water savings; very good technology and design.,2018-11-21,HomeCenter,Positive,2018-11,,Toilet,
O29091601,Sanitario Montecarlo Redondo Negro,Toilets,Luuz,4,Elegancia,"Elegancia en el diseño, funcional, ahorrador y espacioso.","Elegance in design, functional, space-saving, and spacious.",2019-01-07,HomeCenter,Positive,2019-01,,Toilet,
O29091601,Sanitario Montecarlo Redondo Negro,Toilets,Jumapi,5,Súper comodo,Compre este producto y me encanta me ayuda ahorrar agua y cuidar el medio ambiente,I bought this product and I love it! It helps me save water and take care of the environment.,2019-05-13,HomeCenter,Positive,2019-05,,General,
O29091601,Sanitario Montecarlo Redondo Negro,Toilets,KOLE,5,fabuloso,este inodoro es lo mejor que existe para ahorrar agua y también es divino en su diseño y color,"This toilet is the best there is for saving water, and it also has a beautiful design and color.",2020-01-23,HomeCenter,Positive,2020-01,,Toilet,
O29091601,Sanitario Montecarlo Redondo Negro,Toilets,Daniela,4,Excelente,Es nuy hermoso y de excelente calidad cuando se tira la cadena super buen tiene fuerza. Hay que cuidar la tapa pprque se raya :( pero lo recomiendo totalmente,"It's very beautiful and of excellent quality. When you flush, it works really well and has great power. You need to be careful with the lid because it can get scratched :( but I totally recommend it.",2021-09-04,HomeCenter,Positive,2021-09,,Toilet,
O29091601,Sanitario Montecarlo Redondo Negro,Toilets,Prisi,5,EXCELENTE PRODUCTO,"Lo compre hace dos años, lo instale yo misma viendo el video ""hagalo usted mismo"", ningun problema, no se filtra, aparte de ser precioso el diseño, elegante, moderno, comodo, no emite ruido fuerte al realizar la descarga. Lo recomiendo 100%","I bought it two years ago and installed it myself by watching the ""do it yourself"" video. I had no problems; it doesn't leak. Besides being beautiful in design, it's elegant, modern, and comfortable. It doesn't make loud noises when draining. I recommend it 100%!",2021-09-04,HomeCenter,Positive,2021-09,,Toilet,
O29161001,Sanitario Montecarlo Alongado Blanco,Toilets,Mayy,5,Excelente producto y calidad,Compré dos Toilets y me gustaron su diseño y funcionalidad.,I bought two toilets and I liked their design and functionality.,2022-05-01,HomeCenter,Positive,2022-05,,Toilet,
O29161001,Sanitario Montecarlo Alongado Blanco,Toilets,AbelR,5,¡fantásticas funciones!,Compré este producto el mes pasado y me encanta...,I bought this product last month and I love it...,2022-05-01,HomeCenter,Positive,2022-05,,General,
O29161001,Sanitario Montecarlo Alongado Blanco,Toilets,MariaD,5,Funciona muy bien!,"Compre este producto hace pocas semanas y me encanta, funciona de maravilla!",I bought this product a few weeks ago and I love it; it works wonderfully!,2022-05-01,HomeCenter,Positive,2022-05,,General,
O29161001,Sanitario Montecarlo Alongado Blanco,Toilets,,5,Cómodo,Lo compre este mes aun no lo he instalado pero conozco las excelente características con la que cuenta este objeto,"I bought it this month, and I haven't installed it yet, but I know the excellent features that this product has.",2022-05-20,HomeCenter,Neutral,2022-05,,,Other
O29161001,Sanitario Montecarlo Alongado Blanco,Toilets,isidoro,5,excelente funciones,este producto me gusto desde el momento que leí sus funciones,I liked this product from the moment I read its features.,2022-05-20,HomeCenter,Positive,2022-05,,General,
O29161001,Sanitario Montecarlo Alongado Blanco,Toilets,Enri,5,Muy bueno,Compre este producto este mes por que se consiguen repuestos y por que es hecho en Colombia,I bought this product this month because replacement parts are available and because it is made in Colombia.,2022-07-25,HomeCenter,Neutral,2022-07,,,Other
O29161001,Sanitario Montecarlo Alongado Blanco,Toilets,elizabe08,4,buen producto,el color y el tamañao desedo siempre emos tenido buenas referencias de este modelo,The color and size are exactly what we wanted; we have always had good feedback about this model.,2022-08-20,HomeCenter,Positive,2022-08,,General,
O29161001,Sanitario Montecarlo Alongado Blanco,Toilets,J Sanchez,4,Buen producto,"Me gustó lo que compré, es un buen producto y muy funcional..",I liked what I bought; it's a good product and very functional.,2022-10-25,HomeCenter,Positive,2022-10,,General,
O29161001,Sanitario Montecarlo Alongado Blanco,Toilets,Jose,4,,Bueno,Good,2023-11-10,HomeCenter,Positive,2023-11,,General,
O29161001,Sanitario Montecarlo Alongado Blanco,Toilets,Ana Teresa De Moya,5,Atención optima,Atención optima,Optimal attention.,2024-04-01,Corona,Positive,2024-04,,General,
O29161001,Sanitario Montecarlo Alongado Blanco,Toilets,catalina gil,5,sanitario cómodo,sanitario cómodo y no hay que vaciar varias veces,Comfortable toilet and you don't have to empty it multiple times.,2024-04-01,Corona,Positive,2024-04,,Toilet,
O29161001,Sanitario Montecarlo Alongado Blanco,Toilets,Camilo Herrera,5,Buen sanitario,"Sanitario clásico, tiene buen tamaño, me gustaría que los botones de descarga se sintieran más agradables y no tan sueltos. Tiene buena fuerza de descarga y la tapa tiene cierre lento. Lo recomiendo.","Classic toilet, it has a good size. I wish the flush buttons felt nicer and weren't so loose. It has good flushing power and the lid has a slow close feature. I recommend it.",2024-04-01,Corona,Positive,2024-04,,Toilet,
O29161031,Sanitario Montecarlo Alongado Bone,Toilets,LUIS GERARDO GUZMÁN VALENCIA [lggv33@hotmail.com],5,Sanitario montecarlo,Me gusta,I like it.,2021-06-17,Corona,Positive,2021-06,,General,
O29161031,Sanitario Montecarlo Alongado Bone,Toilets,OLIVIER,5,Excelente ahorrador de agua y buen tamaño,"facil instalación , el color , envio fue rapido y cero problemas","Review: easy installation, the color, shipping was fast, and no problems at all.",2022-01-16,HomeCenter,Positive,2022-01,,General,
O29161031,Sanitario Montecarlo Alongado Bone,Toilets,Sanitario,2,Regular,Llego mal despachado no llego el que era se equivocaron,"The order arrived incorrectly; I didn't receive the item I was supposed to get, they made a mistake.",2022-11-04,HomeCenter,Negative,2022-11,Service,,
O29201001,Sanitario Montecarlo Advance,Toilets,Anonymous [anonymous],5,Excelente calidad,La calidad de los productos Corona es muy buena.,The quality of Corona products is very good.,2020-01-19,Corona,Positive,2020-01,,Toilet,
O29201001,Sanitario Montecarlo Advance,Toilets,Anonymous [anonymous],5,Excelente!,"Me gusta mucho este sanitario, ademas de ser super muy funcional tiene un diseño que se ve muy bien en mi baño","I really like this toilet; in addition to being very functional, it has a design that looks great in my bathroom.",2020-07-17,Corona,Positive,2020-07,,Toilet,
O29201001,Sanitario Montecarlo Advance,Toilets,Anonymous [anonymous],1,No lo recomiendo,"La peor inversion que he hecho, desde que lo compre ha presentado inconvenientes, no lo recomiendo. Lo peor que tienen","The worst investment I've made. Since I bought it, I've had issues with it. I do not recommend it. It's the worst they have.",2021-07-28,Corona,Negative,2021-07,Toilet,,
O29201001,Sanitario Montecarlo Advance,Toilets,Jorge Tato,5,Muy buen producto,"Hasta el momento el producto funciona bien, es económico en el uso del agua y su diseño es bonito.","So far, the product works well, it is economical in water usage, and its design is nice.",2022-02-04,HomeCenter,Positive,2022-02,,Toilet,
O29201001,Sanitario Montecarlo Advance,Toilets,Antonio22,5,Muy bueno,Compré el sanitario para unas habitaciones hace unas semanas y me parece que es perfecto en cuanto a tamaño y funcionalidad,"I bought the toilet for some rooms a few weeks ago, and I think it is perfect in terms of size and functionality.",2022-07-07,HomeCenter,Positive,2022-07,,General,
O29201001,Sanitario Montecarlo Advance,Toilets,Yene,5,Me encanta,Me gusta su diseño y funcionalidad. Y sobre todo que es ahorrador de agua.,"I like its design and functionality. And above all, it saves water.",2022-07-21,HomeCenter,Positive,2022-07,,Toilet,
O29201001,Sanitario Montecarlo Advance,Toilets,Riipon,5,Sin problemas hasta ahora despues de 1 mes,Funciona muy bien hasta ahora sin problemas y tiene una fuerte absorción.,It works very well so far without any issues and has strong absorption.,2022-07-27,HomeCenter,Positive,2022-07,,General,
O29201001,Sanitario Montecarlo Advance,Toilets,Lucy84,5,Siempre limpio!,"Me encantó, su sistema de descarga de agua desde arriba  y sin bordes dentro de la taza lo mantiene siempre limpio, es una maravilla, además la tapa es de cierre lento y ahorra agua, este si es un sanitario!!!","I loved it! Its top water drainage system and the lack of edges inside the bowl keep it always clean—it's wonderful! Plus, the lid closes slowly and saves water. This is definitely a great toilet!!!",2022-08-08,HomeCenter,Positive,2022-08,,General,
O29201001,Sanitario Montecarlo Advance,Toilets,Anonymous [anonymous],5,Su diseño elegancia y comodidad,"Compre  4 de este producto para la remodelacion de mi casa, funcionan perfecto, el vaciado es lo mejor y son super elegantes, lo recomiendo, su diseño es lo mejor.","I bought 4 of this product for my home renovation, and they work perfectly. The drainage is the best part, and they are super elegant. I highly recommend them; their design is outstanding.",2023-05-12,Corona,Positive,2023-05,,Toilet,
O29201001,Sanitario Montecarlo Advance,Toilets,MICKEY5,5,FANTASTICA,"BUENA, COMODO Y FACIL DE LIMPIAR. ALTA CALIDAD POR PARTE DEL FABRICANTE","Good, comfortable, and easy to clean. High quality from the manufacturer.",2023-06-12,HomeCenter,Positive,2023-06,,Toilet,
O29201001,Sanitario Montecarlo Advance,Toilets,Anonymous [anonymous],5,Buen producto,"Es un sanitario lindo a la vista, cómodo, ahorrador de agua.","It's a nice-looking toilet, comfortable, and water-saving.",2023-06-30,Corona,Positive,2023-06,,Toilet,
O29201001,Sanitario Montecarlo Advance,Toilets,Yuli,5,,"El tamaño, el color corresponde a la fotografía del producto. Por lo pronto se comporta muy bien con respecto a calidad, es muy bonito.","The size and color match the product photo. So far, it performs very well in terms of quality; it's very nice.",2023-07-25,HomeCenter,Positive,2023-07,,Toilet,
O29201001,Sanitario Montecarlo Advance,Toilets,Lucy Gil,5,"Muy Bueno, Excelente!","Lo tengo hace 4 años y me ha parecido el mejor sanitario, ahorra agua y facilidad de limpieza, por que no tiene bordes interiores en la tasa. Genial! ",I've had it for 4 years and I think it's the best toilet. It saves water and is easy to clean because it doesn't have any interior edges in the bowl. Great!,2023-09-19,Corona,Positive,2023-09,,General,
O29201001,Sanitario Montecarlo Advance,Toilets,Jeffff,5,Super,"Es bueno, comodo, facil de usar, pequeño el tanque. Ergonomico","It's good, comfortable, easy to use, and has a small tank. Ergonomic.",2023-10-30,HomeCenter,Positive,2023-10,,Toilet,
O29201001,Sanitario Montecarlo Advance,Toilets,Jorge Alberto Gaona Ramirez,5,El diseño,"Muy agradable a los ojos, también es cómodo para sentarse, la tecnología Maxiclean lo complementa mas, ""lo recomiendo para comprarlo"".NOTA: contraten un plomero directamente , donde incluya los gastos de insumos y adecuación del tubo desde la pared al desagüé, para instalarlo con  Brida.","Very pleasant to the eyes, and it's also comfortable to sit on. The Maxiclean technology enhances it even more. ""I recommend buying it."" NOTE: Hire a plumber directly, including the costs for materials and adjustments of the pipe from the wall to the drain, to install it with a flange.",2023-12-23,Corona,Positive,2023-12,,Toilet,
O29201001,Sanitario Montecarlo Advance,Toilets,,5,Excelente compra,"Es lindo, moderno, buen precio, funcional. Lo recomiendo","It's nice, modern, reasonably priced, and functional. I recommend it.",2024-03-30,HomeCenter,Positive,2024-03,,General,
O29211001,Sanitario Smart Redondo Blanco,Toilets,Juancho2022jj,5,Maravilloso,Rápido y producto acordado en buen estado fácil compra,Fast delivery and the product arrived in good condition. Easy purchase.,2022-05-06,HomeCenter,Positive,2022-05,,Service,
O29211001,Sanitario Smart Redondo Blanco,Toilets,Rosa235,5,"Moderno y funcional, excelente calidad","Compré 2 Toilets el 5 de mayo/22, y estamos muy satisfechos con la calidad del producto.","I bought 2 toilets on May 5, 2022, and we are very satisfied with the quality of the product.",2022-06-01,HomeCenter,Positive,2022-06,,Toilet,
O29211001,Sanitario Smart Redondo Blanco,Toilets,,5,"Muy bueno, 8 meses sin problemas.",En este tiempo la función de esmaltado en el sifón está funcionando correctamente sin obstrucción. El único inconveniente viene a ser que tiene una descarga única.,"In this time, the glazing function in the siphon is working correctly without any obstruction. The only drawback is that it has a single discharge.",2022-07-26,HomeCenter,Neutral,2022-07,,,Other
O29211001,Sanitario Smart Redondo Blanco,Toilets,Kikita,5,Excelente,"Es lindo, ahorrador, descarga rápido, se llena el tanque muy rápido y es silencioso.","It's nice, energy-efficient, charges quickly, fills the tank very fast, and is quiet.",2022-08-29,HomeCenter,Positive,2022-08,,General,
O29211001,Sanitario Smart Redondo Blanco,Toilets,Siljara,5,Excelente.. Tiene buena descarga de agua,Está perfecto. Me gustó la compra q hice y son vendidos en buen estado,"It's perfect. I liked the purchase I made, and they were sold in good condition.",2022-09-10,HomeCenter,Positive,2022-09,,General,
O29211001,Sanitario Smart Redondo Blanco,Toilets,Descompuesto,1,"El sanitario llegó descompuesto, bomba bota agua","Compré este producto el mes pasado, lo instalaron y salió malo. La bomba está dañada, solicite garantía y aún estoy esperando que me llamen a programar la cita de evaluación y nada.","I bought this product last month, it was installed, and it turned out to be defective. The pump is damaged, I requested a warranty, and I'm still waiting for them to call me to schedule the evaluation appointment, but nothing has happened.",2022-09-30,HomeCenter,Negative,2022-09,Service,,
O29211001,Sanitario Smart Redondo Blanco,Toilets,jucamuce,5,Buen producto,Muy bonito. Excelente baño nos gustó lo recomiendo . Es una buena compra,"Very nice. Excellent bathroom, we liked it and I recommend it. It's a good purchase.",2022-11-18,HomeCenter,Positive,2022-11,,General,
O29211001,Sanitario Smart Redondo Blanco,Toilets,Morena,5,Me gustó muchísimo.,"Compre el inodoro y me parece excelente producto, por su comodidad, funcionalidad, ahorro de agua entre otros.","I bought the toilet and I think it's an excellent product due to its comfort, functionality, water-saving features, among others.",2023-03-24,HomeCenter,Positive,2023-03,,General,
O29211001,Sanitario Smart Redondo Blanco,Toilets,Anonymous [anonymous],5,Diseño compacto y bonito,"Tengo este sanitario en los dos baños de mi casa, me parece que su diseño es muy lindo y compacto. Tiene muy buen desempeño en la descarga! ","I have this toilet in both bathrooms of my house, and I think its design is very nice and compact. It performs very well when flushing!",2023-06-26,Corona,Positive,2023-06,,Toilet,
O29211001,Sanitario Smart Redondo Blanco,Toilets,Anonymous [anonymous],5,Excelente producto,"Recomendado para espacios pequeños, por diseño, ahorro de agua y capacidad de evacuacuión.","Recommended for small spaces, due to its design, water-saving features, and drainage capacity.",2023-07-05,Corona,Positive,2023-07,,Toilet,
O29211001,Sanitario Smart Redondo Blanco,Toilets,Daniel,5,,Buena calidad y cómodo,Good quality and comfortable.,2023-09-20,HomeCenter,Positive,2023-09,,Toilet,
O29211001,Sanitario Smart Redondo Blanco,Toilets,Sandr4,5,Espectacular,"Compré 2 unidades por remodelación y son espectaculares, ahorro de agua",I bought 2 units for a renovation and they are amazing; they save water.,2023-10-11,HomeCenter,Positive,2023-10,,General,
O29211031,Sanitario Smart Redondo Bone,Toilets,Andres,4,,Buena,Good,2023-06-25,HomeCenter,Positive,2023-06,,General,
O29211031,Sanitario Smart Redondo Bone,Toilets,ClaudiaFP,5,Tamaño adecuado y descarga eficiente. Lo recomiend,Tamaño pequeño y descarga eficiente. Poco consumo de agua y es bonito.,Small size and efficient discharge. Low water consumption and it's nice looking.,2023-11-12,HomeCenter,Positive,2023-11,,General,
O29301001,Sanitario Montecarlo Advance Alongado,Toilets,Yeyner Alexis Patiño,5,Satistaccion,"El producto cumple con las especificaciones técnicas, aunque el embalaje me pareció débil para el producto tan pesado, lo que puede poner en riesgo la integridad del mismo. ","The product meets the technical specifications, although I found the packaging to be weak for such a heavy item, which could jeopardize its integrity.",2023-12-07,Corona,Negative,2023-12,Toilet,,
O29301001,Sanitario Montecarlo Advance Alongado,Toilets,Yudy Falla Cortés,5,EXCELENTE PRODUCTO,Buen precio y excelente calidad ,Great price and excellent quality.,2023-12-12,Corona,Positive,2023-12,,Toilet,
O34031001,Tanque Tapa Y Griferia Laguna Corona,Toilets,Karin29,5,Hermoso modelo,Me encantó el modelo su color  su tamaño chico pero bonito,"I loved the model, its color, and its small but beautiful size.",2022-06-02,HomeCenter,Positive,2022-06,,General,
O34031001,Tanque Tapa Y Griferia Laguna Corona,Toilets,Carden29,5,Muy bueno,"Lo compré hace un año y hasta el momento muy buen desempeño, ningún problema","I bought it a year ago and so far it has performed very well, no problems at all.",2022-10-12,HomeCenter,Positive,2022-10,,General,
O34031001,Tanque Tapa Y Griferia Laguna Corona,Toilets,Gustavo2989,5,Completo,Cuenta con todas las piezas que describe y en buen estado,It comes with all the pieces described and in good condition.,2022-11-19,HomeCenter,Positive,2022-11,,General,
